id,sender_phone,is_business,spam_report_count,about_text,is_verified_biz,body,spoofed_sender,label
phish-0938,923000000000.0,0.0,2.0,Busy,0.0,"Hey, check the lab assignment details on the portal.",trusted@domain.edu.pk,safe
phish-0939,923000000000.0,1.0,1.0,At work,1.0,"Hey, check the lab assignment details on the portal.",trusted@domain.edu.pk,safe
phish-0973,923000000000.0,1.0,0.0,At work,1.0,Are you coming to the university tomorrow?,trusted@domain.edu.pk,safe
phish-0977,923000000000.0,1.0,1.0,Hey there! I am using WhatsApp.,1.0,"Hey, check the lab assignment details on the portal.",trusted@domain.edu.pk,safe
phish-0505,923000000000.0,1.0,2.0,Hey there! I am using WhatsApp.,1.0,"Hey, check the lab assignment details on the portal.",trusted@domain.edu.pk,safe
phish-0512,923000000000.0,1.0,1.0,At work,1.0,Are you coming to the university tomorrow?,trusted@domain.edu.pk,safe
phish-0548,923000000000.0,0.0,3.0,Busy,0.0,"Hey, check the lab assignment details on the portal.",trusted@domain.edu.pk,safe
phish-0550,923000000000.0,0.0,3.0,Hey there! I am using WhatsApp.,0.0,Are you coming to the university tomorrow?,trusted@domain.edu.pk,safe
phish-0564,923000000000.0,0.0,1.0,Hey there! I am using WhatsApp.,0.0,"Hey, check the lab assignment details on the portal.",trusted@domain.edu.pk,safe
phish-0595,923000000000.0,0.0,3.0,Hey there! I am using WhatsApp.,0.0,Are you coming to the university tomorrow?,trusted@domain.edu.pk,safe
phish-0625,923000000000.0,1.0,2.0,Available,1.0,Are you coming to the university tomorrow?,trusted@domain.edu.pk,safe
phish-0635,923000000000.0,1.0,0.0,At work,1.0,Are you coming to the university tomorrow?,trusted@domain.edu.pk,safe
phish-0650,923000000000.0,0.0,1.0,Hey there! I am using WhatsApp.,0.0,"Hey, check the lab assignment details on the portal.",trusted@domain.edu.pk,safe
phish-0669,923000000000.0,1.0,3.0,Available,1.0,"Hey, check the lab assignment details on the portal.",trusted@domain.edu.pk,safe
phish-0673,923000000000.0,0.0,1.0,At work,0.0,"Hey, check the lab assignment details on the portal.",trusted@domain.edu.pk,safe
phish-0698,923000000000.0,0.0,2.0,Available,0.0,"Hey, check the lab assignment details on the portal.",trusted@domain.edu.pk,safe
phish-0727,923000000000.0,1.0,3.0,At work,1.0,"Hey, check the lab assignment details on the portal.",trusted@domain.edu.pk,safe
phish-0729,923000000000.0,0.0,3.0,Busy,0.0,Are you coming to the university tomorrow?,trusted@domain.edu.pk,safe
phish-0750,923000000000.0,1.0,3.0,At work,1.0,"Hey, check the lab assignment details on the portal.",trusted@domain.edu.pk,safe
phish-0755,923000000000.0,1.0,1.0,At work,1.0,"Hey, check the lab assignment details on the portal.",trusted@domain.edu.pk,safe
phish-0759,923000000000.0,0.0,3.0,Busy,0.0,Are you coming to the university tomorrow?,trusted@domain.edu.pk,safe
phish-0771,923000000000.0,1.0,3.0,Busy,1.0,Are you coming to the university tomorrow?,trusted@domain.edu.pk,safe
phish-0782,923000000000.0,1.0,2.0,Busy,1.0,Are you coming to the university tomorrow?,trusted@domain.edu.pk,safe
phish-0791,923000000000.0,0.0,0.0,Available,0.0,Are you coming to the university tomorrow?,trusted@domain.edu.pk,safe
phish-0806,923000000000.0,1.0,1.0,Busy,1.0,"Hey, check the lab assignment details on the portal.",trusted@domain.edu.pk,safe
phish-0809,923000000000.0,1.0,3.0,Busy,1.0,Are you coming to the university tomorrow?,trusted@domain.edu.pk,safe
phish-0829,923000000000.0,0.0,3.0,Available,0.0,"Hey, check the lab assignment details on the portal.",trusted@domain.edu.pk,safe
phish-0836,923000000000.0,1.0,1.0,Hey there! I am using WhatsApp.,1.0,"Hey, check the lab assignment details on the portal.",trusted@domain.edu.pk,safe
phish-0859,923000000000.0,0.0,3.0,Hey there! I am using WhatsApp.,0.0,Are you coming to the university tomorrow?,trusted@domain.edu.pk,safe
phish-0882,923000000000.0,0.0,1.0,Hey there! I am using WhatsApp.,0.0,Are you coming to the university tomorrow?,trusted@domain.edu.pk,safe
phish-0884,923000000000.0,1.0,0.0,Available,1.0,"Hey, check the lab assignment details on the portal.",trusted@domain.edu.pk,safe
phish-0903,923000000000.0,1.0,2.0,Busy,1.0,Are you coming to the university tomorrow?,trusted@domain.edu.pk,safe
phish-0908,923000000000.0,1.0,2.0,Busy,1.0,Are you coming to the university tomorrow?,trusted@domain.edu.pk,safe
phish-0933,923000000000.0,0.0,2.0,At work,0.0,"Hey, check the lab assignment details on the portal.",trusted@domain.edu.pk,safe
phish-0989,923000000000.0,1.0,2.0,Busy,1.0,Are you coming to the university tomorrow?,trusted@domain.edu.pk,safe
phish-0992,923000000000.0,0.0,1.0,Available,0.0,Are you coming to the university tomorrow?,trusted@domain.edu.pk,safe
phish-0997,923000000000.0,0.0,0.0,At work,0.0,"Hey, check the lab assignment details on the portal.",trusted@domain.edu.pk,safe
phish-6334,923011000000.0,1.0,141.0,Subscription Alert,0.0,Your subscription will expire today. Renew here: http://bit.ly/secure-renew,security-alert@gateway.com,phishing
phish-4791,923059000000.0,0.0,130.0,Subscription Alert,0.0,Your subscription will expire today. Renew here: http://bit.ly/secure-renew,security-alert@gateway.com,phishing
phish-8734,923024000000.0,0.0,155.0,Subscription Alert,0.0,Your subscription will expire today. Renew here: http://bit.ly/secure-renew,security-alert@gateway.com,phishing
phish-4710,923065000000.0,0.0,162.0,Utility Bill,0.0,"Your electricity bill is unpaid, account will be disconnected. Pay: http://wapda-bill.com",security-alert@gateway.com,phishing
phish-9439,923088000000.0,0.0,68.0,Courier Service,0.0,Urgent: Your parcel is held at customs. Pay duty: http://parcel-track.xyz,security-alert@gateway.com,phishing
phish-9825,923025000000.0,1.0,67.0,Security Alert,0.0,Suspicious login attempt from Brazil. Secure your account: http://login-verify.com,security-alert@gateway.com,phishing
phish-5370,923068000000.0,0.0,76.0,Govt Grant,0.0,"Claim your Govt. relief fund of Rs.25,000 now: http://relief-gov.pk",security-alert@gateway.com,phishing
phish-9035,923065000000.0,0.0,189.0,Govt Grant,0.0,"Claim your Govt. relief fund of Rs.25,000 now: http://relief-gov.pk",security-alert@gateway.com,phishing
phish-1352,923075000000.0,0.0,80.0,Security Alert,0.0,Suspicious login attempt from Brazil. Secure your account: http://login-verify.com,security-alert@gateway.com,phishing
phish-6946,923097000000.0,0.0,131.0,Subscription Alert,0.0,Your subscription will expire today. Renew here: http://bit.ly/secure-renew,security-alert@gateway.com,phishing
phish-4284,923037000000.0,0.0,180.0,Security Alert,0.0,Suspicious login attempt from Brazil. Secure your account: http://login-verify.com,security-alert@gateway.com,phishing
phish-3775,923064000000.0,0.0,127.0,Utility Bill,0.0,"Your electricity bill is unpaid, account will be disconnected. Pay: http://wapda-bill.com",security-alert@gateway.com,phishing
phish-2841,923031000000.0,1.0,74.0,Security Alert,0.0,Suspicious login attempt from Brazil. Secure your account: http://login-verify.com,security-alert@gateway.com,phishing
phish-7451,923045000000.0,1.0,181.0,Govt Grant,0.0,"Claim your Govt. relief fund of Rs.25,000 now: http://relief-gov.pk",security-alert@gateway.com,phishing
phish-5359,923055000000.0,1.0,194.0,Utility Bill,0.0,"Your electricity bill is unpaid, account will be disconnected. Pay: http://wapda-bill.com",security-alert@gateway.com,phishing
phish-5488,923075000000.0,0.0,89.0,Courier Service,0.0,Urgent: Your parcel is held at customs. Pay duty: http://parcel-track.xyz,security-alert@gateway.com,phishing
phish-8052,923056000000.0,0.0,72.0,Subscription Alert,0.0,Your subscription will expire today. Renew here: http://bit.ly/secure-renew,security-alert@gateway.com,phishing
phish-5560,923013000000.0,0.0,130.0,Subscription Alert,0.0,Your subscription will expire today. Renew here: http://bit.ly/secure-renew,security-alert@gateway.com,phishing
phish-1287,923010000000.0,0.0,173.0,Courier Service,0.0,Urgent: Your parcel is held at customs. Pay duty: http://parcel-track.xyz,security-alert@gateway.com,phishing
phish-9061,923038000000.0,0.0,134.0,Govt Grant,0.0,"Claim your Govt. relief fund of Rs.25,000 now: http://relief-gov.pk",security-alert@gateway.com,phishing
phish-7987,923069000000.0,0.0,185.0,Courier Service,0.0,Urgent: Your parcel is held at customs. Pay duty: http://parcel-track.xyz,security-alert@gateway.com,phishing
phish-1111,923044000000.0,1.0,105.0,Security Alert,0.0,Suspicious login attempt from Brazil. Secure your account: http://login-verify.com,security-alert@gateway.com,phishing
phish-1721,923026000000.0,0.0,130.0,Govt Grant,0.0,"Claim your Govt. relief fund of Rs.25,000 now: http://relief-gov.pk",security-alert@gateway.com,phishing
phish-8366,923041000000.0,0.0,98.0,Utility Bill,0.0,"Your electricity bill is unpaid, account will be disconnected. Pay: http://wapda-bill.com",security-alert@gateway.com,phishing
phish-6618,923010000000.0,1.0,188.0,Courier Service,0.0,Urgent: Your parcel is held at customs. Pay duty: http://parcel-track.xyz,security-alert@gateway.com,phishing
phish-4767,923084000000.0,1.0,103.0,Security Alert,0.0,Suspicious login attempt from Brazil. Secure your account: http://login-verify.com,security-alert@gateway.com,phishing
phish-8841,923033000000.0,0.0,70.0,Govt Grant,0.0,"Claim your Govt. relief fund of Rs.25,000 now: http://relief-gov.pk",security-alert@gateway.com,phishing
phish-9111,923077000000.0,0.0,103.0,Utility Bill,0.0,"Your electricity bill is unpaid, account will be disconnected. Pay: http://wapda-bill.com",security-alert@gateway.com,phishing
phish-7540,923031000000.0,0.0,187.0,Security Alert,0.0,Suspicious login attempt from Brazil. Secure your account: http://login-verify.com,security-alert@gateway.com,phishing
phish-1830,923011000000.0,0.0,77.0,Courier Service,0.0,Urgent: Your parcel is held at customs. Pay duty: http://parcel-track.xyz,security-alert@gateway.com,phishing
phish-1264,923077000000.0,0.0,108.0,Utility Bill,0.0,"Your electricity bill is unpaid, account will be disconnected. Pay: http://wapda-bill.com",security-alert@gateway.com,phishing
phish-4359,923084000000.0,0.0,60.0,Courier Service,0.0,Urgent: Your parcel is held at customs. Pay duty: http://parcel-track.xyz,security-alert@gateway.com,phishing
phish-6133,923098000000.0,0.0,75.0,Subscription Alert,0.0,Your subscription will expire today. Renew here: http://bit.ly/secure-renew,security-alert@gateway.com,phishing
phish-7311,923059000000.0,0.0,93.0,Courier Service,0.0,Urgent: Your parcel is held at customs. Pay duty: http://parcel-track.xyz,security-alert@gateway.com,phishing
phish-7542,923043000000.0,1.0,132.0,Subscription Alert,0.0,Your subscription will expire today. Renew here: http://bit.ly/secure-renew,security-alert@gateway.com,phishing
phish-8976,923077000000.0,0.0,157.0,Security Alert,0.0,Suspicious login attempt from Brazil. Secure your account: http://login-verify.com,security-alert@gateway.com,phishing
phish-7105,923035000000.0,0.0,172.0,Subscription Alert,0.0,Your subscription will expire today. Renew here: http://bit.ly/secure-renew,security-alert@gateway.com,phishing
phish-7238,923030000000.0,0.0,78.0,Subscription Alert,0.0,Your subscription will expire today. Renew here: http://bit.ly/secure-renew,security-alert@gateway.com,phishing
phish-3551,923015000000.0,1.0,172.0,Subscription Alert,0.0,Your subscription will expire today. Renew here: http://bit.ly/secure-renew,security-alert@gateway.com,phishing
phish-8042,923067000000.0,0.0,169.0,Utility Bill,0.0,"Your electricity bill is unpaid, account will be disconnected. Pay: http://wapda-bill.com",security-alert@gateway.com,phishing
phish-7737,923036000000.0,1.0,111.0,Govt Grant,0.0,"Claim your Govt. relief fund of Rs.25,000 now: http://relief-gov.pk",security-alert@gateway.com,phishing
phish-5902,923095000000.0,1.0,158.0,Security Alert,0.0,Suspicious login attempt from Brazil. Secure your account: http://login-verify.com,security-alert@gateway.com,phishing
phish-5052,923060000000.0,0.0,81.0,Govt Grant,0.0,"Claim your Govt. relief fund of Rs.25,000 now: http://relief-gov.pk",security-alert@gateway.com,phishing
phish-2230,923041000000.0,0.0,115.0,Courier Service,0.0,Urgent: Your parcel is held at customs. Pay duty: http://parcel-track.xyz,security-alert@gateway.com,phishing
phish-2996,923052000000.0,0.0,68.0,Security Alert,0.0,Suspicious login attempt from Brazil. Secure your account: http://login-verify.com,security-alert@gateway.com,phishing
phish-3893,923082000000.0,0.0,174.0,Govt Grant,0.0,"Claim your Govt. relief fund of Rs.25,000 now: http://relief-gov.pk",security-alert@gateway.com,phishing
phish-7178,923018000000.0,0.0,73.0,Courier Service,0.0,Urgent: Your parcel is held at customs. Pay duty: http://parcel-track.xyz,security-alert@gateway.com,phishing
phish-9648,923090000000.0,0.0,122.0,Courier Service,0.0,Urgent: Your parcel is held at customs. Pay duty: http://parcel-track.xyz,security-alert@gateway.com,phishing
phish-7022,923072000000.0,1.0,167.0,Utility Bill,0.0,"Your electricity bill is unpaid, account will be disconnected. Pay: http://wapda-bill.com",security-alert@gateway.com,phishing
phish-2606,923036000000.0,0.0,120.0,Subscription Alert,0.0,Your subscription will expire today. Renew here: http://bit.ly/secure-renew,security-alert@gateway.com,phishing
phish-6695,923094000000.0,0.0,163.0,Subscription Alert,0.0,Your subscription will expire today. Renew here: http://bit.ly/secure-renew,security-alert@gateway.com,phishing
phish-6875,923055000000.0,1.0,76.0,Security Alert,0.0,Suspicious login attempt from Brazil. Secure your account: http://login-verify.com,security-alert@gateway.com,phishing
phish-4277,923058000000.0,1.0,142.0,Courier Service,0.0,Urgent: Your parcel is held at customs. Pay duty: http://parcel-track.xyz,security-alert@gateway.com,phishing
phish-3625,923071000000.0,1.0,56.0,Courier Service,0.0,Urgent: Your parcel is held at customs. Pay duty: http://parcel-track.xyz,security-alert@gateway.com,phishing
phish-2467,923074000000.0,0.0,68.0,Utility Bill,0.0,"Your electricity bill is unpaid, account will be disconnected. Pay: http://wapda-bill.com",security-alert@gateway.com,phishing
phish-2836,923077000000.0,0.0,64.0,Courier Service,0.0,Urgent: Your parcel is held at customs. Pay duty: http://parcel-track.xyz,security-alert@gateway.com,phishing
phish-3104,923084000000.0,0.0,181.0,Utility Bill,0.0,"Your electricity bill is unpaid, account will be disconnected. Pay: http://wapda-bill.com",security-alert@gateway.com,phishing
phish-3358,923075000000.0,0.0,191.0,Govt Grant,0.0,"Claim your Govt. relief fund of Rs.25,000 now: http://relief-gov.pk",security-alert@gateway.com,phishing
phish-1707,923094000000.0,1.0,114.0,Utility Bill,0.0,"Your electricity bill is unpaid, account will be disconnected. Pay: http://wapda-bill.com",security-alert@gateway.com,phishing
phish-6339,923073000000.0,0.0,56.0,Subscription Alert,0.0,Your subscription will expire today. Renew here: http://bit.ly/secure-renew,security-alert@gateway.com,phishing
phish-4926,923018000000.0,1.0,88.0,Subscription Alert,0.0,Your subscription will expire today. Renew here: http://bit.ly/secure-renew,security-alert@gateway.com,phishing
phish-9509,923096000000.0,0.0,97.0,Security Alert,0.0,Suspicious login attempt from Brazil. Secure your account: http://login-verify.com,security-alert@gateway.com,phishing
phish-7081,923076000000.0,1.0,98.0,Utility Bill,0.0,"Your electricity bill is unpaid, account will be disconnected. Pay: http://wapda-bill.com",security-alert@gateway.com,phishing
phish-4465,923031000000.0,1.0,57.0,Security Alert,0.0,Suspicious login attempt from Brazil. Secure your account: http://login-verify.com,security-alert@gateway.com,phishing
phish-9707,923081000000.0,1.0,104.0,Govt Grant,0.0,"Claim your Govt. relief fund of Rs.25,000 now: http://relief-gov.pk",security-alert@gateway.com,phishing
phish-3385,923025000000.0,0.0,173.0,Courier Service,0.0,Urgent: Your parcel is held at customs. Pay duty: http://parcel-track.xyz,security-alert@gateway.com,phishing
phish-5519,923016000000.0,0.0,127.0,Security Alert,0.0,Suspicious login attempt from Brazil. Secure your account: http://login-verify.com,security-alert@gateway.com,phishing
phish-6012,923032000000.0,1.0,139.0,Security Alert,0.0,Suspicious login attempt from Brazil. Secure your account: http://login-verify.com,security-alert@gateway.com,phishing
phish-1276,923013000000.0,1.0,101.0,Courier Service,0.0,Urgent: Your parcel is held at customs. Pay duty: http://parcel-track.xyz,security-alert@gateway.com,phishing
phish-2241,923049000000.0,1.0,169.0,Courier Service,0.0,Urgent: Your parcel is held at customs. Pay duty: http://parcel-track.xyz,security-alert@gateway.com,phishing
phish-2643,923010000000.0,0.0,165.0,Subscription Alert,0.0,Your subscription will expire today. Renew here: http://bit.ly/secure-renew,security-alert@gateway.com,phishing
phish-7461,923035000000.0,1.0,184.0,Courier Service,0.0,Urgent: Your parcel is held at customs. Pay duty: http://parcel-track.xyz,security-alert@gateway.com,phishing
phish-9159,923025000000.0,0.0,131.0,Courier Service,0.0,Urgent: Your parcel is held at customs. Pay duty: http://parcel-track.xyz,security-alert@gateway.com,phishing
phish-5387,923024000000.0,0.0,61.0,Utility Bill,0.0,"Your electricity bill is unpaid, account will be disconnected. Pay: http://wapda-bill.com",security-alert@gateway.com,phishing
phish-6554,923048000000.0,1.0,69.0,Govt Grant,0.0,"Claim your Govt. relief fund of Rs.25,000 now: http://relief-gov.pk",security-alert@gateway.com,phishing
phish-3605,923046000000.0,1.0,83.0,Security Alert,0.0,Suspicious login attempt from Brazil. Secure your account: http://login-verify.com,security-alert@gateway.com,phishing
phish-4609,923044000000.0,0.0,195.0,Utility Bill,0.0,"Your electricity bill is unpaid, account will be disconnected. Pay: http://wapda-bill.com",security-alert@gateway.com,phishing
phish-6443,923074000000.0,1.0,148.0,Security Alert,0.0,Suspicious login attempt from Brazil. Secure your account: http://login-verify.com,security-alert@gateway.com,phishing
phish-8409,923015000000.0,1.0,98.0,Courier Service,0.0,Urgent: Your parcel is held at customs. Pay duty: http://parcel-track.xyz,security-alert@gateway.com,phishing
phish-1821,923014000000.0,0.0,125.0,Courier Service,0.0,Urgent: Your parcel is held at customs. Pay duty: http://parcel-track.xyz,security-alert@gateway.com,phishing
phish-6869,923062000000.0,1.0,51.0,Subscription Alert,0.0,Your subscription will expire today. Renew here: http://bit.ly/secure-renew,security-alert@gateway.com,phishing
phish-1829,923091000000.0,0.0,189.0,Security Alert,0.0,Suspicious login attempt from Brazil. Secure your account: http://login-verify.com,security-alert@gateway.com,phishing
phish-9488,923043000000.0,1.0,149.0,Courier Service,0.0,Urgent: Your parcel is held at customs. Pay duty: http://parcel-track.xyz,security-alert@gateway.com,phishing
phish-8266,923096000000.0,0.0,71.0,Utility Bill,0.0,"Your electricity bill is unpaid, account will be disconnected. Pay: http://wapda-bill.com",security-alert@gateway.com,phishing
phish-9681,923018000000.0,1.0,107.0,Courier Service,0.0,Urgent: Your parcel is held at customs. Pay duty: http://parcel-track.xyz,security-alert@gateway.com,phishing
phish-3794,923094000000.0,1.0,89.0,Security Alert,0.0,Suspicious login attempt from Brazil. Secure your account: http://login-verify.com,security-alert@gateway.com,phishing
phish-3813,923071000000.0,1.0,128.0,Utility Bill,0.0,"Your electricity bill is unpaid, account will be disconnected. Pay: http://wapda-bill.com",security-alert@gateway.com,phishing
phish-2856,923091000000.0,1.0,79.0,Security Alert,0.0,Suspicious login attempt from Brazil. Secure your account: http://login-verify.com,security-alert@gateway.com,phishing
phish-4456,923072000000.0,1.0,97.0,Utility Bill,0.0,"Your electricity bill is unpaid, account will be disconnected. Pay: http://wapda-bill.com",security-alert@gateway.com,phishing
phish-2244,923023000000.0,1.0,163.0,Govt Grant,0.0,"Claim your Govt. relief fund of Rs.25,000 now: http://relief-gov.pk",security-alert@gateway.com,phishing
phish-2876,923070000000.0,1.0,171.0,Security Alert,0.0,Suspicious login attempt from Brazil. Secure your account: http://login-verify.com,security-alert@gateway.com,phishing
phish-9951,923096000000.0,1.0,84.0,Utility Bill,0.0,"Your electricity bill is unpaid, account will be disconnected. Pay: http://wapda-bill.com",security-alert@gateway.com,phishing
phish-3757,923026000000.0,0.0,159.0,Security Alert,0.0,Suspicious login attempt from Brazil. Secure your account: http://login-verify.com,security-alert@gateway.com,phishing
phish-2199,923018000000.0,0.0,188.0,Govt Grant,0.0,"Claim your Govt. relief fund of Rs.25,000 now: http://relief-gov.pk",security-alert@gateway.com,phishing
phish-8533,923080000000.0,1.0,108.0,Security Alert,0.0,Suspicious login attempt from Brazil. Secure your account: http://login-verify.com,security-alert@gateway.com,phishing
phish-1994,923027000000.0,1.0,182.0,Subscription Alert,0.0,Your subscription will expire today. Renew here: http://bit.ly/secure-renew,security-alert@gateway.com,phishing
phish-2088,923038000000.0,0.0,196.0,Courier Service,0.0,Urgent: Your parcel is held at customs. Pay duty: http://parcel-track.xyz,security-alert@gateway.com,phishing
phish-2229,923087000000.0,1.0,168.0,Govt Grant,0.0,"Claim your Govt. relief fund of Rs.25,000 now: http://relief-gov.pk",security-alert@gateway.com,phishing
phish-2838,923047000000.0,0.0,103.0,Courier Service,0.0,Urgent: Your parcel is held at customs. Pay duty: http://parcel-track.xyz,security-alert@gateway.com,phishing
phish-3074,923078000000.0,0.0,94.0,Courier Service,0.0,Urgent: Your parcel is held at customs. Pay duty: http://parcel-track.xyz,security-alert@gateway.com,phishing
phish-4128,923035000000.0,0.0,127.0,Courier Service,0.0,Urgent: Your parcel is held at customs. Pay duty: http://parcel-track.xyz,security-alert@gateway.com,phishing
phish-6202,923098000000.0,0.0,192.0,Subscription Alert,0.0,Your subscription will expire today. Renew here: http://bit.ly/secure-renew,security-alert@gateway.com,phishing
phish-2616,923058000000.0,0.0,178.0,Subscription Alert,0.0,Your subscription will expire today. Renew here: http://bit.ly/secure-renew,security-alert@gateway.com,phishing
phish-3211,923030000000.0,1.0,171.0,Courier Service,0.0,Urgent: Your parcel is held at customs. Pay duty: http://parcel-track.xyz,security-alert@gateway.com,phishing
phish-5488,923084000000.0,0.0,141.0,Security Alert,0.0,Suspicious login attempt from Brazil. Secure your account: http://login-verify.com,security-alert@gateway.com,phishing
phish-6938,923018000000.0,0.0,106.0,Security Alert,0.0,Suspicious login attempt from Brazil. Secure your account: http://login-verify.com,security-alert@gateway.com,phishing
phish-1975,923058000000.0,0.0,198.0,Security Alert,0.0,Suspicious login attempt from Brazil. Secure your account: http://login-verify.com,security-alert@gateway.com,phishing
phish-4270,923067000000.0,0.0,175.0,Courier Service,0.0,Urgent: Your parcel is held at customs. Pay duty: http://parcel-track.xyz,security-alert@gateway.com,phishing
phish-4459,923046000000.0,1.0,91.0,Utility Bill,0.0,"Your electricity bill is unpaid, account will be disconnected. Pay: http://wapda-bill.com",security-alert@gateway.com,phishing
phish-4925,923060000000.0,1.0,106.0,Subscription Alert,0.0,Your subscription will expire today. Renew here: http://bit.ly/secure-renew,security-alert@gateway.com,phishing
phish-9994,923022000000.0,1.0,75.0,Courier Service,0.0,Urgent: Your parcel is held at customs. Pay duty: http://parcel-track.xyz,security-alert@gateway.com,phishing
phish-7150,923030000000.0,1.0,53.0,Courier Service,0.0,Urgent: Your parcel is held at customs. Pay duty: http://parcel-track.xyz,security-alert@gateway.com,phishing
phish-6129,923074000000.0,1.0,154.0,Security Alert,0.0,Suspicious login attempt from Brazil. Secure your account: http://login-verify.com,security-alert@gateway.com,phishing
phish-3878,923053000000.0,0.0,165.0,Utility Bill,0.0,"Your electricity bill is unpaid, account will be disconnected. Pay: http://wapda-bill.com",security-alert@gateway.com,phishing
phish-6776,923082000000.0,0.0,123.0,Govt Grant,0.0,"Claim your Govt. relief fund of Rs.25,000 now: http://relief-gov.pk",security-alert@gateway.com,phishing
phish-6636,923097000000.0,0.0,133.0,Govt Grant,0.0,"Claim your Govt. relief fund of Rs.25,000 now: http://relief-gov.pk",security-alert@gateway.com,phishing
phish-2535,923021000000.0,1.0,139.0,Utility Bill,0.0,"Your electricity bill is unpaid, account will be disconnected. Pay: http://wapda-bill.com",security-alert@gateway.com,phishing
phish-8921,923035000000.0,0.0,95.0,Govt Grant,0.0,"Claim your Govt. relief fund of Rs.25,000 now: http://relief-gov.pk",security-alert@gateway.com,phishing
phish-3761,923064000000.0,0.0,72.0,Subscription Alert,0.0,Your subscription will expire today. Renew here: http://bit.ly/secure-renew,security-alert@gateway.com,phishing
phish-4493,923042000000.0,0.0,180.0,Courier Service,0.0,Urgent: Your parcel is held at customs. Pay duty: http://parcel-track.xyz,security-alert@gateway.com,phishing
phish-1357,923040000000.0,0.0,91.0,Utility Bill,0.0,"Your electricity bill is unpaid, account will be disconnected. Pay: http://wapda-bill.com",security-alert@gateway.com,phishing
phish-9821,923037000000.0,1.0,162.0,Subscription Alert,0.0,Your subscription will expire today. Renew here: http://bit.ly/secure-renew,security-alert@gateway.com,phishing
phish-6469,923078000000.0,0.0,158.0,Utility Bill,0.0,"Your electricity bill is unpaid, account will be disconnected. Pay: http://wapda-bill.com",security-alert@gateway.com,phishing
phish-3380,923049000000.0,1.0,112.0,Subscription Alert,0.0,Your subscription will expire today. Renew here: http://bit.ly/secure-renew,security-alert@gateway.com,phishing
phish-9024,923025000000.0,1.0,116.0,Utility Bill,0.0,"Your electricity bill is unpaid, account will be disconnected. Pay: http://wapda-bill.com",security-alert@gateway.com,phishing
phish-5020,923017000000.0,0.0,109.0,Utility Bill,0.0,"Your electricity bill is unpaid, account will be disconnected. Pay: http://wapda-bill.com",security-alert@gateway.com,phishing
phish-6804,923078000000.0,1.0,53.0,Courier Service,0.0,Urgent: Your parcel is held at customs. Pay duty: http://parcel-track.xyz,security-alert@gateway.com,phishing
phish-9887,923030000000.0,0.0,76.0,Security Alert,0.0,Suspicious login attempt from Brazil. Secure your account: http://login-verify.com,security-alert@gateway.com,phishing
phish-7422,923076000000.0,1.0,60.0,Govt Grant,0.0,"Claim your Govt. relief fund of Rs.25,000 now: http://relief-gov.pk",security-alert@gateway.com,phishing
phish-3229,923095000000.0,0.0,88.0,Courier Service,0.0,Urgent: Your parcel is held at customs. Pay duty: http://parcel-track.xyz,security-alert@gateway.com,phishing
phish-7817,923026000000.0,1.0,90.0,Subscription Alert,0.0,Your subscription will expire today. Renew here: http://bit.ly/secure-renew,security-alert@gateway.com,phishing
phish-7373,923021000000.0,1.0,82.0,Subscription Alert,0.0,Your subscription will expire today. Renew here: http://bit.ly/secure-renew,security-alert@gateway.com,phishing
phish-8691,923027000000.0,0.0,162.0,Govt Grant,0.0,"Claim your Govt. relief fund of Rs.25,000 now: http://relief-gov.pk",security-alert@gateway.com,phishing
phish-7247,923014000000.0,1.0,141.0,Security Alert,0.0,Suspicious login attempt from Brazil. Secure your account: http://login-verify.com,security-alert@gateway.com,phishing
phish-4233,923083000000.0,0.0,140.0,Utility Bill,0.0,"Your electricity bill is unpaid, account will be disconnected. Pay: http://wapda-bill.com",security-alert@gateway.com,phishing
phish-4090,923061000000.0,1.0,100.0,Govt Grant,0.0,"Claim your Govt. relief fund of Rs.25,000 now: http://relief-gov.pk",security-alert@gateway.com,phishing
phish-9489,923010000000.0,0.0,55.0,Utility Bill,0.0,"Your electricity bill is unpaid, account will be disconnected. Pay: http://wapda-bill.com",security-alert@gateway.com,phishing
phish-8608,923052000000.0,1.0,101.0,Utility Bill,0.0,"Your electricity bill is unpaid, account will be disconnected. Pay: http://wapda-bill.com",security-alert@gateway.com,phishing
phish-1719,923037000000.0,0.0,83.0,Govt Grant,0.0,"Claim your Govt. relief fund of Rs.25,000 now: http://relief-gov.pk",security-alert@gateway.com,phishing
phish-4305,923032000000.0,0.0,99.0,Govt Grant,0.0,"Claim your Govt. relief fund of Rs.25,000 now: http://relief-gov.pk",security-alert@gateway.com,phishing
phish-7536,923028000000.0,0.0,167.0,Security Alert,0.0,Suspicious login attempt from Brazil. Secure your account: http://login-verify.com,security-alert@gateway.com,phishing
phish-7864,923035000000.0,0.0,131.0,Security Alert,0.0,Suspicious login attempt from Brazil. Secure your account: http://login-verify.com,security-alert@gateway.com,phishing
phish-5707,923020000000.0,0.0,136.0,Utility Bill,0.0,"Your electricity bill is unpaid, account will be disconnected. Pay: http://wapda-bill.com",security-alert@gateway.com,phishing
phish-1602,923055000000.0,0.0,54.0,Govt Grant,0.0,"Claim your Govt. relief fund of Rs.25,000 now: http://relief-gov.pk",security-alert@gateway.com,phishing
phish-7393,923056000000.0,0.0,78.0,Courier Service,0.0,Urgent: Your parcel is held at customs. Pay duty: http://parcel-track.xyz,security-alert@gateway.com,phishing
